Tarih;Saat;Toplam;Doğal Gaz;Barajlı;Linyit;Akarsu;İthal Kömür;Rüzgar;Güneş;Fuel Oil;Jeotermal;Asfaltit Kömür;Taş Kömür;Biyokütle;Nafta;LNG;Uluslararası;Atık Isı
01.04.2024;20:00;38376,62;6308,91;10856,48;4293,2;4443,65;7535,14;2332,33;,03;94,93;1122,47;0;319,05;941,92;0;0;27,29;101,22
01.04.2024;21:00;37746,54;5979,82;10026,07;4481,91;4556,09;7518,32;2457,59;,01;95,74;1150,22;0;293,69;946,31;0;0;139,38;101,39
01.04.2024;22:00;36864,1;5685,02;9541,42;4435,93;4319,55;7521,59;2540,83;,01;96,09;1173,32;0;275,13;946,53;0;0;227,53;101,15
01.04.2024;23:00;35150,15;4651,34;9120,56;4426,5;4175;7532,01;2633,67;,01;95,6;1187,91;0;269,73;956,51;0;0;0;101,31
02.04.2024;00:00;33752,44;3890,11;7848,9;4453,8;4322,27;7526,55;2762,6;,01;95,99;1211,2;0;301,28;946,47;0;0;293,31;99,95
02.04.2024;01:00;32215,69;3733,69;6402,45;4471,25;4082,22;7523,82;2950,57;,01;96,58;1223,56;0;308,62;944,57;0;0;375,51;102,84
02.04.2024;02:00;31237,78;3365,29;5763,6;4469,06;3881,44;7546,45;3191,62;,01;97,37;1231,1;0;320,96;939,98;0;0;334,61;96,29
02.04.2024;03:00;31232,92;3356,91;5712,01;4388,82;3844,33;7541,89;3345,27;,01;96,88;1239,37;0;314,13;962,39;0;0;330,28;100,63
02.04.2024;04:00;31018,39;3320,84;5427,64;4322,94;3878,52;7537,23;3449,28;,04;96,69;1245,92;0;317,01;967,47;0;0;357,02;97,79
02.04.2024;05:00;30933,41;3046,53;5468,4;4370,42;4046,78;7542,94;3418,45;3,22;94,88;1247,31;0;326,97;959;0;0;315,95;92,56
02.04.2024;06:00;29603,06;2304,54;4998,15;4354,38;4031,99;7562,17;3481,17;62,36;92,48;1246,78;0;318,82;953,96;0;0;103,29;92,97
02.04.2024;07:00;28953,5;2241,8;4508,11;4341,51;3678,46;7390,43;3415,29;558,33;92,77;1251,16;0;329,14;953,92;0;0;98,95;93,63
02.04.2024;08:00;30943,23;2083,28;5720,79;4380,09;3908,42;7259,29;3363,26;1512,7;85,26;1235,93;0;320,01;944,18;0;0;37,97;92,05
02.04.2024;09:00;30504,78;1689,48;6052,69;4387,72;3953,44;6600,84;3395,06;1798,11;77,99;1191,49;0;326,02;936,61;0;0;,73;94,6
02.04.2024;10:00;29588,57;1992,77;6140,06;4146,26;3670,64;5790,52;3117,75;1886,54;78,37;1149,31;0;321,43;937,19;0;0;265,22;92,51
02.04.2024;11:00;29239,31;1819,76;6392,49;3994,78;3671,97;5445,73;2921,69;1947,33;79,47;1116,48;0;329,62;923,13;0;0;505,02;91,84
02.04.2024;12:00;27468,09;1612,32;6030,68;3518,98;3464,8;4928,8;2972,2;1964,15;80,57;1093,33;0;333,62;923,86;0;0;453,55;91,23
02.04.2024;13:00;28565,1;1833,65;6273,12;3670,39;3515,8;5099,78;3195,73;1943,81;78,65;1071,56;0;340,52;946,12;0;0;506,52;89,45
02.04.2024;14:00;30191,28;1626,01;6490,5;3780,36;3601,63;6333,86;3455,57;1904,17;80,24;1041,74;0;336,49;953,23;0;0;499,93;87,55
02.04.2024;15:00;31357,62;2016,17;6893,76;3864,09;3646,98;6440,21;3732,17;1812,79;84,32;1018,4;0;337,58;971,84;0;0;446,66;92,65
02.04.2024;16:00;33396,65;2400,56;7570,76;3978,77;3867,1;6882,17;4158,96;1618,76;89,73;1016,49;0;334,67;993,06;0;0;395,47;90,15
02.04.2024;17:00;35858,37;3431,7;8876,97;3880,51;4121,82;7429,38;4351,81;931,72;90,53;1021,47;0;329,29;971,27;0;0;332,49;89,41
02.04.2024;18:00;38062,66;4202,92;10594,11;3926,48;4399,71;7547,28;4401,92;168,2;92,84;1046,45;0;321,26;957,04;0;0;312,94;91,51
02.04.2024;19:00;37853,62;4291,32;10585,32;3936,21;4523,57;7557,48;4471,7;1,23;94,14;1085,67;0;326,62;979,03;0;0;-86,38;87,71
02.04.2024;20:00;38540,02;4757,36;11157,19;3976,75;4560,63;7555,08;4186,86;,05;94,25;1112,7;0;325,05;992,38;0;0;-269,53;91,25
02.04.2024;21:00;37785,25;4549,23;10856,1;3777,12;4708,66;7540,71;4049,07;,01;93,65;1137,61;0;304,02;958,5;0;0;-277,99;88,56
02.04.2024;22:00;36703,32;4499,45;10102,59;3763,05;4509,95;7531,48;3826,17;,01;93,97;1159,97;0;321,52;979,41;0;0;-175,95;91,7
02.04.2024;23:00;35891,86;4087,05;9227,63;4156,1;4387,55;7544,19;3818,48;,01;94,37;1176,08;0;325,91;985,27;0;0;0;89,22
03.04.2024;00:00;34172,25;3904,47;7737,99;4279,05;4215,03;7519,56;3684,39;,01;93,67;1195,3;0;329,86;987,99;0;0;141,67;83,26
03.04.2024;01:00;32514,97;3616,12;6822,23;4389,54;4130,62;7474,61;3322,25;,01;93,67;1204,88;0;331,49;994,53;0;0;54,76;80,26
03.04.2024;02:00;31523,79;3434,69;6486,73;4436,51;3990,71;7486,75;2961,31;,01;93,77;1213,51;0;327,9;985,85;0;0;20,58;85,47
03.04.2024;03:00;31257,61;3601,83;6073,35;4513;4048,98;7474,47;2605,48;,01;94,17;1227,27;0;325,39;986,09;0;0;222,44;85,13
03.04.2024;04:00;31299,36;3726,06;5918,82;4562,53;4136,81;7481,7;2497,56;,04;94,09;1233,57;0;327,87;983,41;0;0;251,92;84,98
03.04.2024;05:00;30971,82;3662,06;5301,11;4584,04;4173,15;7484,82;2785,19;3,34;94,69;1240,45;0;289,11;988,69;0;0;273,23;91,94
03.04.2024;06:00;29626,4;3085,41;4446,95;4561,94;4041,68;7466,07;3413,02;68,73;89,69;1250,96;0;285,53;981,5;0;0;-150,49;85,41
03.04.2024;07:00;29124,24;2395,63;4493,49;4527,44;3895,49;7229,88;3634,36;524,17;95,09;1252,61;0;301,05;970,76;0;0;-283,06;87,33
03.04.2024;08:00;31134,02;3017,08;4820,36;4559,5;3905,88;7256,98;3583,68;1462,03;83,29;1235,2;0;314,66;972,65;0;0;-165,44;88,15
03.04.2024;09:00;30922,61;2615,27;4943,33;4545,26;3890,33;7152,97;3470,8;1761,5;83,2;1207,25;0;310;978,59;0;0;-129,47;93,58
03.04.2024;10:00;29666,41;2311,45;5188,19;4468,55;3712,82;6060,56;3435,45;1849,34;80,28;1149,07;0;305,62;980,27;0;0;32,06;92,75
03.04.2024;11:00;29092,42;2370,7;5617,91;4297,85;3586,27;5511,32;3253,37;1780,69;80,14;1126,13;0;301,85;992,24;0;0;83,65;90,3
03.04.2024;12:00;27492,25;2218,84;4559,22;4482,01;3508,21;4986,7;2977,93;1778,34;79,21;1100,15;0;298,33;997,4;0;0;414,63;91,28
03.04.2024;13:00;28218,71;2242,5;5418,55;4499,97;3647,17;5065,1;2574,62;1804,67;79,81;1072,35;0;282,93;1000,6;0;0;440,5;89,94
03.04.2024;14:00;29366,76;2042,06;6526,29;4022,78;3677,99;6064,81;2283,79;1875,86;80,21;1057,52;0;293,96;987,44;0;0;361,18;92,87
03.04.2024;15:00;31219,02;2389,75;7284,6;4300,27;3860,76;6688,76;2233,1;1784,88;80,8;1053,84;0;308,78;984,85;0;0;157,99;90,64
03.04.2024;16:00;33753,67;3218,64;8397,65;4387,61;4118,89;7066,67;2333,93;1613,62;85,11;1059,92;0;304,33;999,34;0;0;77,3;90,66
03.04.2024;17:00;36161,73;4730,01;9361,14;4450,43;4347,31;7188,85;2462,75;1022,59;95,42;1069,17;0;305,28;1002,8;0;0;32;93,98
03.04.2024;18:00;38351,87;6059,88;10818,7;4474,23;4576,03;7385,44;2343,31;202,42;93,93;1091,8;0;302,85;1012,05;0;0;-100,38;91,61
03.04.2024;19:00;38584,02;6249,81;10779,15;4468,85;4751,14;7490,68;2452,74;,72;92,94;1125,3;0;309,79;1017,03;0;0;-246,35;92,22
03.04.2024;20:00;38831,28;6365,26;11241,3;3912,84;4855,96;7501,59;2528,93;,01;94,88;1154,81;0;321,22;1006,51;0;0;-244,28;92,25
03.04.2024;21:00;38601,08;5984,23;11131,23;4321,32;4848,41;7479,27;2405,07;,01;94,18;1173,26;0;333,78;992,98;0;0;-253,86;91,2
03.04.2024;22:00;37591,02;6056,11;10345,24;4350,78;4654,91;7485,85;2244,73;,01;93,68;1190,25;0;334,23;1000,35;0;0;-252,92;87,8
03.04.2024;23:00;36434,69;5348,09;10097,54;4254,34;4580,18;7477,67;2002,7;,01;94,67;1199,41;0;324,77;968,47;0;0;0;86,84
04.04.2024;00:00;34455,22;5001,42;8431,95;4205,12;4517,62;7443,81;1850,89;,01;95,99;1216,91;0;338,13;986,34;0;0;279,53;87,5
04.04.2024;01:00;32863,4;4089,53;7511,61;4261,19;4486,48;7488,44;1740,44;,01;94,97;1231,99;0;335,28;992,09;0;0;543,03;88,34
04.04.2024;02:00;31986,13;3688,03;7100,08;4223,74;4459,17;7491,76;1733,31;,01;94,78;1244,14;0;326,73;992,67;0;0;543,98;87,73
04.04.2024;03:00;31714,24;3739,84;6876,31;4189,42;4390,13;7487,8;1706,51;,01;94,4;1254,98;0;331,96;994,64;0;0;554,25;93,99
04.04.2024;04:00;31636,14;3776,88;6972,39;4166,66;4369,4;7496,01;1525,29;,07;94,6;1262,93;0;333,11;986,4;0;0;556,58;95,82
04.04.2024;05:00;31295,12;3859,01;6708,56;4184,98;4409,32;7491,18;1325,51;4,62;95,1;1271,5;0;320,25;987,1;0;0;541,67;96,32
04.04.2024;06:00;29889,5;3780,51;5713,29;4160,96;4368,89;7497,93;1205,89;65,64;89,5;1273,94;0;333,95;982,81;0;0;322,31;93,88
04.04.2024;07:00;29230,03;3678,7;5380,82;4126,14;4240,61;7385,17;1171,9;602,63;79,11;1259,86;0;289,77;981,4;0;0;-56,29;90,21
04.04.2024;08:00;31260,41;4004,27;6003,21;4233,38;4493,43;7349,68;1032,78;1494,75;81,7;1244,88;0;293,78;971,99;0;0;-37,65;94,21
04.04.2024;09:00;31089,65;3955,56;5771,62;4249,23;4380,81;7357,03;901,51;1789,09;82,57;1211,3;0;280,39;975,02;0;0;39,4;96,12
04.04.2024;10:00;30060,93;3022,62;5670,6;4359,9;4054,31;7365,47;1092,3;1865,06;85,69;1171,27;0;288,44;977,57;0;0;16,96;90,74
04.04.2024;11:00;29493,57;2532,63;5680,17;4351;3888,21;7253,97;1278,49;1898,74;88,49;1136,12;0;290,97;984,65;0;0;23,15;86,98
04.04.2024;12:00;27957,01;2375,54;5337,78;4051,4;3592,35;6439,23;1470,5;1900,4;79,55;1111,34;0;288,26;1010,7;0;0;207,54;92,42
04.04.2024;13:00;28682,78;2349,21;5667,56;4015,76;3739;6283,11;1825,54;1875,83;78,85;1087,24;0;296,4;1000,42;0;0;369,72;94,14
04.04.2024;14:00;30297,76;2381,75;6645,06;4019,57;3744;6698,93;2188,19;1816,57;76,85;1079,68;0;288,8;977,24;0;0;288,68;92,44
04.04.2024;15:00;31615,67;2813,75;7097,48;4034,73;3810,43;7088,33;2495,74;1400,26;78,65;1075,36;0;289,4;998,02;0;0;343,69;89,83
04.04.2024;16:00;33624,93;3111,31;8649,83;3887,28;4090,3;7199,49;2733,51;1168,2;89,86;1074,84;0;287,38;1004,95;0;0;237;90,98
04.04.2024;17:00;35920,93;3940,92;9374,13;3946,39;4306,69;7317,72;2967,72;997,63;92,37;1090,85;0;321,5;992,49;0;0;484,49;88,03
04.04.2024;18:00;38324,92;5196,19;10882,31;3901,51;4609,91;7524,49;3025,54;169,07;93,17;1116,48;0;335,2;978,26;0;0;407,22;85,57
04.04.2024;19:00;38710,99;5645,14;11217,71;3853,32;4673,03;7541,43;3178,07;3,43;93,38;1141,12;0;340,46;984,95;0;0;-49,9;88,85
04.04.2024;20:00;39444,55;5680,05;11881,05;3885,97;4786,44;7541,31;3071,47;,01;94,18;1163,25;0;333,98;966,91;0;0;-51,53;91,46
04.04.2024;21:00;38959,2;5480,61;11859,61;3853,28;4859,92;7527,42;2704,54;,01;94,79;1181,7;0;331,73;996,33;0;0;-16,86;86,12
04.04.2024;22:00;38179,94;5033,52;11682,04;3936,65;4704,96;7536,87;2592,72;,01;92,08;1205,99;0;314,98;992,46;0;0;2,08;85,58
04.04.2024;23:00;36534,81;4625,34;10783,09;3902,46;4472,16;7527,13;2531,59;,01;95,58;1223,21;0;312,89;971,45;0;0;0;89,9
05.04.2024;00:00;34808,66;3988,94;9083,01;3801,79;4405,84;7532;2698,22;,01;95,98;1236,59;0;322,18;978,75;0;0;575,14;90,21
05.04.2024;01:00;33241,62;3150,21;8665,56;3654,62;4486,91;7552,88;2760,01;,01;95,09;1245,18;0;318,19;972,08;0;0;254,9;85,98
05.04.2024;02:00;32097,13;2843,21;7579,97;3865,16;4341,87;7542,8;2829,45;,01;94,8;1253,52;0;313,08;982,96;0;0;362,38;87,92
05.04.2024;03:00;31743,26;2916,39;7053,6;3941,59;4236,79;7551,14;2869,98;,01;94;1263,52;0;312,76;984,3;0;0;430,15;89,03
05.04.2024;04:00;31790,69;2965,07;7021,59;4048,47;4181,88;7550,17;2838,75;,07;94;1272,56;0;322,24;982,53;0;0;419,89;93,47
05.04.2024;05:00;31352,94;3007,71;6530,77;4109,28;4144,06;7551;2835,32;4,51;94,11;1276,11;0;302,85;970,96;0;0;433,29;92,97
05.04.2024;06:00;29818,48;2832,01;5273,12;4149,83;4144,49;7531,03;2863,37;61,2;94,31;1279,1;0;309,64;979,16;0;0;206,08;95,14
05.04.2024;07:00;29041,61;2468,09;5164,77;4169,16;3996,3;7375,76;2728,71;373,77;97,1;1282,08;0;314,28;978,34;0;0;-1,38;94,63
05.04.2024;08:00;30956,33;2876,17;6117,32;4262,72;4207,2;7446,16;2379,18;885,39;80,2;1263,33;0;317,58;986,6;0;0;41,09;93,39
05.04.2024;09:00;30873,14;2356,6;6087,12;4266,15;4104,26;7481,78;2143,59;1624,6;80;1234;0;390,23;998,9;0;0;11,88;94,03
05.04.2024;10:00;29916,02;2256,39;5925,51;4275,43;3831,34;6743,41;2294,03;1844,77;78,6;1194,11;0;442,25;1006,53;0;0;-70,83;94,48
05.04.2024;11:00;29491,51;2316,83;6265,81;4146,24;3758,38;5920,79;2358,95;1858,88;79,88;1161,44;0;449,02;1011,29;0;0;69,09;94,91
05.04.2024;12:00;27863,37;2229,23;5641,26;4034,7;3582,01;5247,74;2505,59;1778,66;78,18;1131,35;0;446,88;1014,84;0;0;80,55;92,38
05.04.2024;13:00;26959,43;2279,82;4493,89;4054,45;3432,19;4903,24;2769,03;1857,54;77,99;1107,41;0;454,4;1000,34;0;0;440,9;88,23
05.04.2024;14:00;29879,92;2272,16;6476,7;3994,97;3681,69;5535,29;2917,28;1771,31;77,79;1094,81;0;454,39;999,14;0;0;512,2;92,19
05.04.2024;15:00;31132,74;2096,09;7455,96;3995,64;3698,02;5739;3383,76;1658,85;79,9;1087,13;0;453,95;986,87;0;0;409,26;88,31
05.04.2024;16:00;33209,31;2324,76;8054,67;4145,57;3948,89;6409,39;3730,6;1512,48;93,49;1081,04;0;466,66;989,97;0;0;367,36;84,43
05.04.2024;17:00;35292,69;2846,54;9027,58;4159,82;4093,91;6840,47;4055,47;1078,42;98,88;1087,77;0;463,47;980,81;0;0;471,99;87,56
05.04.2024;18:00;37651,37;3302,62;11263,59;4004,69;4393,27;7083,4;4155,94;260,22;93,98;1112,49;0;457,95;992,02;0;0;445,58;85,62
05.04.2024;19:00;38123,57;3871,39;11684,01;4014,9;4562,63;7062,89;4230,17;1,92;94,08;1125,07;0;473,53;992,64;0;0;-74,55;84,89
05.04.2024;20:00;38651,48;4115,84;11901,51;4001,6;4629,08;7003,69;4272,19;,01;95,47;1135,63;0;468,32;992,81;0;0;-59,01;94,34
05.04.2024;21:00;38108,63;3882,14;11505,46;4026,42;4681,03;6923,04;4360,74;,01;93,81;1151,13;0;471,29;981,37;0;0;-58,84;91,03
05.04.2024;22:00;37116,08;3771,3;10958,69;3997,88;4675,33;6946,33;4004,61;,01;93,98;1164,16;0;481,67;979,04;0;0;-47,56;90,64
05.04.2024;23:00;35876,34;3784,55;10123,96;4005,86;4395,32;6936,55;3812,47;,01;96,12;1186,93;0;471,97;971,85;0;0;0;90,75
06.04.2024;00:00;34469,83;2996,31;9969,86;3826,76;4368,64;6723,79;3588,67;,01;96,92;1208,68;0;485,84;957,95;0;0;156,37;90,03
06.04.2024;01:00;33022,15;2500,19;9182,34;3831,39;4326,73;6650,76;3298,2;,01;95,49;1222,07;0;476,51;965,91;0;0;382,49;90,06
06.04.2024;02:00;31848,63;2521,27;8324,78;3915,01;4175,79;6477,26;3134,67;,01;94,8;1223,98;0;468,35;983,31;0;0;439,58;89,82
06.04.2024;03:00;31566,1;2511,03;7708,4;3959,73;4189,64;6641,42;3242,87;,01;94,89;1237,03;0;465,88;1000,34;0;0;424,62;90,24
06.04.2024;04:00;31352,62;2477,34;7328,17;3933,45;4197,06;6598,4;3479,88;,05;94,79;1246,26;0;467,13;1006,02;0;0;433,49;90,58
06.04.2024;05:00;30720,03;2507,49;6476,99;3914,26;4143,93;6624,84;3636,86;5,66;95,3;1255,52;0;468,19;1011,46;0;0;485,19;94,34
06.04.2024;06:00;27609,06;2368,15;4819,81;3911,96;3964,44;5462,95;3639,76;87,07;90,3;1260,05;0;456;1001,89;0;0;450,3;96,38
06.04.2024;07:00;27062,11;1562,41;4260,72;3973,76;3968,31;6194,26;3321,99;724,71;85,89;1265;0;464,36;1020,21;0;0;128,06;92,43
06.04.2024;08:00;27365,06;1106,44;4838,17;4055,91;4165,9;5880,79;2749,03;1615,06;88,97;1243,35;0;465,3;1011,88;0;0;46,38;97,88
06.04.2024;09:00;27314,42;1021,07;5183,7;3899,85;4164,05;5710,65;2750,02;1833,93;79,57;1213,72;0;470,75;1005,77;0;0;-112,84;94,18
06.04.2024;10:00;26933,33;964,12;5121,7;3931,12;3935,45;5440,29;2864,76;1900,92;78,48;1187,91;0;462,88;1004,87;0;0;-55,71;96,54
06.04.2024;11:00;26781,3;1054,11;5590,97;3926,59;3728,68;4503,03;3121,72;1901,33;78,08;1163,66;0;481,09;998,68;0;0;137,56;95,8
06.04.2024;12:00;25910,29;1300,88;5650,72;3884,85;3410,69;3290,6;3364,64;1749,4;79,57;1137,76;0;472,1;980,09;0;0;490,68;98,31
06.04.2024;13:00;26873,4;1356,2;5927,92;3898,42;3570,67;3642,11;3433,56;1790,42;78,27;1132,56;0;466,11;1009,72;0;0;466,34;101,1
06.04.2024;14:00;27943,92;1268,72;5836,44;3912,26;3702,84;4641,79;3717,34;1653,78;77,87;1113,98;0;464,78;1014,94;0;0;435,56;103,62
06.04.2024;15:00;28678,13;1261,45;6470,66;3903,77;3561,16;4741,01;4189,53;1363,37;77,27;1103,18;0;461,62;1025,46;0;0;417,8;101,85
06.04.2024;16:00;30531,04;1434,64;8178,85;3925,51;3581,68;5057,75;4367,53;893,89;84,67;1101,75;0;465,12;1006,94;0;0;332,29;100,42
06.04.2024;17:00;33216,38;2696,15;8973,15;4018,58;4037,97;5305,4;4194,37;952,35;92,77;1104,22;0;456,38;1019,96;0;0;264,02;101,06
06.04.2024;18:00;36570,12;3903,21;11355,02;4052,51;4273,82;5369,26;4124,2;257,19;94,98;1110,04;0;452,17;1033,03;0;0;444,32;100,37
06.04.2024;19:00;37273,29;4121,66;12264,84;4056,43;4290,29;5353,4;4066,92;3,77;94,78;1131,09;0;484,89;1038,37;0;0;266,87;99,98
06.04.2024;20:00;37659,43;4139,49;12737,54;4033,1;4252,24;5330,86;4064,9;,01;95,08;1143,91;0;471,96;1036,32;0;0;256,66;97,36
06.04.2024;21:00;37289,22;4182,66;12927,21;4000,26;4306,94;5316,69;3727,78;,01;95,49;1158,72;0;463;1030,77;0;0;-17,3;96,99
06.04.2024;22:00;36088,4;4082,75;12340,89;4036,33;4292,92;5266,66;3206,29;,01;95,39;1177,47;0;464,35;1054,21;0;0;-25,97;97,1
06.04.2024;23:00;34459,62;3990,67;11439,56;4041,31;4169,43;5251,37;2699,63;,01;95,29;1196,7;0;468,86;1009,84;0;0;0;96,95
07.04.2024;00:00;33014,68;3558,82;10373,45;4019,21;3994,3;5182,42;2524,28;,01;95,67;1212,46;0;469,13;1032,91;0;0;455,83;96,19
07.04.2024;01:00;31385,08;3303,83;9155,62;3983,34;3927,78;5137,29;2488,07;,01;95,67;1230,07;0;454,23;1011,71;0;0;500,94;96,52
07.04.2024;02:00;30013,3;3315,91;8076,07;3826,01;3791,9;5078,57;2559,58;,01;95,05;1242,76;0;456,22;1019,19;0;0;460,57;91,46
07.04.2024;03:00;29855,75;3309,88;7816,1;4016,89;3839,74;5062,13;2425,01;,01;95,97;1257,64;0;447,8;1033,35;0;0;462,55;88,68
07.04.2024;04:00;29647,39;3359,15;7689,53;4017,97;3846,91;4651,44;2649,34;,08;95,28;1267,92;0;460,57;1040,76;0;0;472,92;95,52
07.04.2024;05:00;28582,75;3269,23;6605,44;4011,99;3759,33;4282,09;3199,22;3,76;95,9;1274,81;0;457,47;1031,13;0;0;501,25;91,13
07.04.2024;06:00;26320,14;2595,76;4913,88;4018,84;3766,5;4167,39;3369,61;72,2;93,39;1272,49;0;452,35;1032,45;0;0;469,52;95,76
07.04.2024;07:00;24195,02;1236,52;4526,35;3922,62;3614,16;3526,11;3399,79;701,68;86,38;1276,07;0;446,16;1014,31;0;0;351,12;93,75
07.04.2024;08:00;23623,03;967,28;4627,86;3533,68;3462,39;3208,03;3208,62;1521,61;76,08;1269,08;0;437,36;961,48;0;0;249,93;99,63
07.04.2024;09:00;23441,45;848,72;4088,45;3430,14;3360,98;3657,22;3437,13;1639,16;75,89;1262,31;0;441,8;976,69;0;0;127,96;95
07.04.2024;10:00;23941,37;1025;4520,7;3357,05;3242,01;3491,71;3631,49;1681,73;75,79;1252,08;0;456,71;987,43;0;0;129,3;90,37
07.04.2024;11:00;24750,67;953,15;5042,88;3351,87;3180,88;3642,74;3867,35;1698,39;75,89;1248,95;0;464,26;980,45;0;0;154,15;89,71
07.04.2024;12:00;24865,13;912,95;4949,2;3357,03;2895,38;3660,29;4413,17;1680,73;81,17;1248,06;0;448,28;977,95;0;0;154,73;86,19
07.04.2024;13:00;25672,26;940,45;4963,71;3391,69;2722,31;3664,26;5103,74;1628,33;76,86;1227,97;0;455,59;969,61;0;0;440,52;87,22
07.04.2024;14:00;26350,39;877,51;4937,51;3416,42;2845,14;3636,3;5763,24;1582,23;77,85;1204,8;0;455,44;956,85;0;0;506,45;90,65
07.04.2024;15:00;27014,14;934,83;5172,2;3421,44;2864,06;3671,43;6241,6;1529,51;80,41;1200,68;0;459,91;962,04;0;0;380,86;95,17
07.04.2024;16:00;28715,13;943,79;5914,32;3461,18;3125,19;3678,01;6999,98;1396,71;85,98;1201,75;0;458,4;974,02;0;0;381,74;94,06
07.04.2024;17:00;31003,12;966,37;7286,19;3624,9;3509,79;3795,15;7707,61;946,55;85,18;1200,71;0;456,81;996,84;0;0;337,12;89,9
07.04.2024;18:00;33997,58;1010,12;9768,85;3568,82;3990,74;3940,22;8447,6;239,32;93,49;1207,85;0;463,54;986,2;0;0;187,81;93,02
07.04.2024;19:00;34627,34;979,94;10344,16;3550,13;4089,34;4097,19;8966,93;3,25;94,89;1218,07;0;464,37;994,14;0;0;-266,76;91,69
07.04.2024;20:00;35204,46;1045,68;10505,54;3565,21;4204,62;4199,48;9083,61;,01;94,99;1222,27;0;455,07;1008,5;0;0;-267,73;87,21
07.04.2024;21:00;34659,21;904,21;10017,31;3590,24;4168,16;4122,44;9217,98;,01;88,19;1232,44;0;455,16;1011,78;0;0;-240,4;91,69
07.04.2024;22:00;33754,27;922,52;9380,35;3700,42;4087,9;4145,4;9012,23;,01;82,5;1237,23;0;323,97;1000,96;0;0;-233,72;94,5
07.04.2024;23:00;32106,7;947,87;8519,92;3213,24;3904,73;4027,4;8788,03;,01;93,4;1231,76;0;308,94;976,4;0;0;0;95
08.04.2024;00:00;31245,51;684,66;7483,87;3694,79;4060,27;3949,99;8707,67;,01;96;1245,99;0;316,63;977,87;0;0;-67,8;95,56
